id,description,ratingCategory
329,"
The nose has sweet smoke and more prominent aromas of banana, vanilla, guava, papaya, jasmine, hibiscus, and citrus oil, with some salinity and chalky minerality. The palate is consistent: intense tropical fruit—guava, mango, coconut—plus hazelnut, smoked almonds, milk chocolate, and salty kelp. It finishes with smoked nuts, toasted tobacco, chalky minerality, dry oak, and persistent fruitiness. Lots to unpack here, and it develops beautifully with water—take your time.",1
4725,"
The oldest of the new trio, here you can see how the smoke has become fully absorbed, accenting the peapod and spearmint, giving depth to the still-fresh ozonic elements. There are light levels of complexity, even a little chocolate. The tongue, when neat, goes deep into pear and apple, but it’s edgy. Adding water, however, shows the lack of oak integration. I’d want more from a whisky of this age (and price). £199",0
1706,"
The ninth release in Glenmorangie’s Private Edition series was matured fully in American oak barrels that previously contained rye whiskey. A reticent early nose: melon and a hint of lemon, then warm, oily cereal notes and honey develop. Initially fruity on the palate, with ripe banana, then slightly earthy, with nutty spice and cocoa powder. Zesty spices in the finish, drinking chocolate, and youthful oak.",1
830,"
Initial fruit aromas play host to a savory medicinal note, like cherry cough drops or Robitussin, hinting of the formidable flavors to come as this dense whiskey unleashes waves of black cherry soda, chewy figs, stone fruits, citrus zest, and a cascade of bright vanilla on the rolling finish.",1
2544,"
Vanilla fudge, barley grist, fresh sea spray, berries, and nuts all integrated nicely. A gentle, comforting dram that accommodates many moods and situations.",1
5044,"
An oddball whiskey by all accounts, with a very high 72.2% of wheat in the mashbill, distillation on an old farmhouse cognac still, and aging in a little Oregon barn in 63-gallon new oak barrels. The result is a strange, disjointed whiskey that starts out pillow-soft with wheat and caramel, and then dramatically shifts to raw oak, nougat, and cinnamon stick. The flavors in Billy don’t integrate well: they're like a jazz band severely out of step.",2
3646,"
Aged 2 years, 1 month in 53-gallon charred oak barrels, it's straight. So's the nose: green, herbal and oily with rye, and backed by oak. Mouth is honest: youthfully zesty rye flavors, grassy freshness, oak and alcohol warmth, and a savory rye finish. Nothing gets in the way of a pure experience. Good young rye.",1
3346,"
The nose is a bit hot and generally restrained, with dried leaves, earthiness, and waxy crayons. Light-bodied, very soft, and somewhat juicy. Stone fruit and grain flavors combine for an enjoyable peach-pie quality before the tannic finish.",1
916,"
This represents House Greyjoy and features its kraken. The nose offers damp tweed sprinkled with black pepper, plus smoky vanilla and ozone notes. Sweet smoke and citrus fruit on the palate, then more overt peatiness comes to the fore with soft toffee. Medium in length through the finish, with lingering toffee and light pepper. Great value! Editor's Choice",1
4932,"
A simple, straightforward session whisky. True North is rich in the classic caramel notes and searing pepper so coveted by shooters and tailgaters. Ginger and white pepper last seemingly forever. Given its undeniable drinkability, packaging in a plastic bottle is probably a good idea. You can sip this if you wish, but with ginger ale and a dash of bitters it becomes a Canadian Saturday night in a glass. A classic Canadian bottom-shelfer. (Canada only)",0
1385,"
It's not made clear which Islay malts are included in this blended malt, but whoever's responsible for this has brought the big guns. This successfully pulls off an intense one-two, with hard hitting Islay peat and brine on the one hand, and some rich sweetness on the other, making for a mouth-coatingly rich and intense whisky. The malts pack down together like a rugby scrum and combine with impressive intensity. €36",1
4865,"
Nant is everything an idyllic island distillery should be, sited in the wilds of Tasmania with a smart visitor center and a bar that overlooks the rolling, rugged countryside. The whiskey, though, is surprisingly gentle and soft. There is an overly simplistic sweet sherry version, but this gutsier, berry-soaked, sweet and rounded version is the one to watch. It's a work in progress, but the cleanliness and flavor development hint at great things. Watch this space.  $AUS 190/500 ml",0
4199,"
Pencil shavings, Popsicle stick, vanilla, cinnamon, toasted coconut, and marshmallow on the nose. The palate is led by dry oak, integrating orange, cinnamon, nuts, iced tea, and apple, leading into a sweet finish. There are some interesting flavors here, but the barrel seems to be overpowering them.",0
4890,"
The bottle states “Aged less than four years” but the nose says probably less than two. Unseasoned oak and sawdust dominate the nose. If you can get through the oak you’ll find honey, corn, cinnamon, and beef jerky. On the palate it’s dry cornmeal, caramel, and a hefty portion of abrasive oak. The mid-palate is big spice with cinnamon, black pepper, clove, and oak. A short dry finish puts a bow on a whiskey that’s overly tannic, dry, and oaky.",0
3609,"
Austria now boasts more than a dozen distilleries. Combining maturation in fresh bourbon, sherry, and Madeira casks can help younger whiskies like this to combine different flavors. The Madeira and sweet sherry dominate the nose initially, but there are dried cherry, fresh fig, marzipan, and shelled pistachio too. It’s a smooth, light to medium-weight dram with good maltiness, ground almond, latte, dry sherry, milk chocolate, apple, and baked pears. The long finish leaves raisins and a coffee-bean intensity. €48",1
1514,"
Sherry finishing influences, from leather satchel, maraschino cherry, floral blossoms, and deep orange notes to a pinch of Chinese Five Spice and buttered ginger loaf. Medium bodied, with a malt content of 75%, it riffs around an orange theme, at times quite sharp, with pith, some bitter grapefruit, more ginger, and herbal strands. Lively spices flicker across the tongue throughout the long finish as the citrus seeps away.",1
4616,"
For years, about half a dozen large oak barrels of malt spirit sat ignored against the wall of the shop at Okanagan distillery in Vernon, BC. Fruit spirit is their main product. Finally, those barrels have been disgorged and blended into a fruit-forward single malt that tilts and dips like a butterfly in flight. Ripe cherries and dried apricots flit through Kraft caramels and green apple Twizzlers into a long, glowing sunset of hot spices and floral breezes. C$70",0
1001,"
The Double Barrel name denotes the fact that each batch is a blend from only two barrels. Fragrant notes of warm cinnamon bread, raisins, banana, and clove on the nose, along with toasty oak and old leather. A new burst of flavors on the palate reveals cocoa powder, spice cake, coconut, creamy chocolate, cinnamon, and chili pepper. A long finish of rich chocolate, almond, and a delicate hint of blackberry.",1
4049,"
The nose begins with lemon and lime, followed by notes of licorice root and dill. The palate is smoother and sweeter, if a bit light, with notes of cherry, chocolate, cinnamon, and new oak. The addition of water reveals flavors of orange pekoe tea, peanut shells, a richer note of chocolate, and a dusting of chili powder. Some barrel influence on the palate, but the finish concludes with chocolate, sassafras, and bitter almond oil.",0
1824,"
Distilled in 2000, this expression has been aged in freshly charred American oak hogsheads. Tangerines, ginger, and white pepper on the nose, with developing nutmeg. Big sweet fruit notes on the palate, with milk chocolate and caramel. Tangy citrus fruit and dark chocolate in the spicy, warming finish. (600 bottles for the U.S.)",1
5023,"
With a mash featuring no less than six different kinds of malt and aged in four different barrels (two sherry, a bourbon, and heavy-char new American oak), there are lot of moving parts with this whiskey. A jammy, inviting nose features blackberry jam, raisin, apricot, and ginger. On the palate it’s a cacophonic mess: chocolate and peated malt clash and do battle to grab focus. Add some heavy char and sherry to the mix and it's a bloodbath.",0
