id,author,description,price,ratingValue,pert_alcohol,category
104,John Hansell,"Very mellow, silky in texture, and on the sweet side for mature bourbon. It’s not bold like Parker’s Heritage Collection 27 year old, which has much more oak spice and resin. Willett’s foundation of molasses and toffee is accentuated by candied fruit, fig, dusty corn, and tobacco, with mint tea, cinnamon, and vanilla peppered throughout. It’s perilously drinkable. I am impressed how these 20-plus year old Willett rye and bourbon whiskeys maintain their balance and keep the oak in check. Splendid ultra-mature bourbon. (Less than 100 bottles of this were sent to California, and not all the same barrel. Happy hunting.)",175.0,95,45.1,2.0
106,John Hansell,"Bottled in 2001, but still in circulation and (fortunately) just finding its way to me. These Springers from the ‘60s are getting rarer and quite expensive. This is a great example of why they are so coveted -- clean and well matured, with no sign of excessive oak. Elegant sherried fruit dovetails nicely with polished oak and a steady stream of dried spices. Look for citrus, nectarine, red licorice, coconut oil, ripe banana, and vanilla custard with warming cinnamon and brine. Warm, spicy finish. Very polished!",400.0,95,46.0,1.0
107,John Hansell,"Astonishingly fresh and clean for 30 years in oak, and with incredible depth. Slight oily texture. Appetizing brine, with honeyed vanilla, mustard seed, green olive, Seville orange, and lemon zest. Underlying smoke, damp peat, and seaweed. Put simply, Brora at its finest.",400.0,95,55.7,1.0
110,John Hansell,"Bottled to celebrate the 125th Anniversary of the distillery. Classic Bunnahabhain-toffeed and quite nutty. Almost rummy in nature, with rich molasses notes throughout and layers of sweetness. Some salt emerges on occasion, as do notes of honey, coconut, and candied fruit, with a pleasingly dry, gently spicy finish to round everything out. Surprisingly youthful for its age, nicely balanced, and very drinkable. A great Bunnahabhain!",700.0,94,44.9,1.0
111,Gavin Smith,"Introduced to the Highland Park portfolio in 1997. Gentle peat, soft toffee, floral notes, and honey on the beautifully fragrant nose.  Superbly balanced on the velvety palate, with brittle toffee, stewed fruits, peat, honey, and a hint of coffee. Smoke and more toffee mingle in the long, elegant finish.",112.0,94,43.0,1.0
112,Gavin Smith,"The third and most exclusive release in Bowmore’s Vault Legends Collection was matured for 50 years in bourbon hogshead #5675. The nose is fragrant and musky, slightly oily, with orange peel, developing vanilla, and green citrus notes. Intense orange and peach on the palate, with black pepper, aniseed, and sweet oak. Very persistent tangy citrus fruits through the extremely long finish. No negative tannic notes. (74 bottles)",,94,41.5,
113,John Hansell,"Aged in French oak chardonnay barrels for eight years after six years in new charred oak. Notes of vanilla, crème brûlée, butterscotch, toasted coconut, bright fruit, and polished oak. Clean, gently sweet finish. The chardonnay oak aging adds a new dimension without dominating. A distinctive, stylish whisky with excellent balance.",50.0,94,45.0,2.0
114,John Hansell,"The barrel was heated to 102°F for 23 minutes to dry the wood. A lush, silky-textured bourbon and very seductive. Caramel, coconut cream, marzipan, vanilla wafer and bright honeyed fruit abound, while teasing notes of tobacco, anise, subtle mint and a suggestion of bitter chocolate offer intrigue. A broad-shouldered, heavyweight bourbon with plenty of grit.",50.0,94,45.0,2.0
115,John Hansell,"Aged in French oak barrels, in which the staves were air-dried for 24 months. Incredibly rich notes of caramel, chewy toffee, and maple syrup. All this sweetness is balanced nicely by firm, polished oak, and the whiskey is kept lively with delicate candied fruit and crisp mint. Dry, elegant finish.",50.0,94,45.0,2.0
116,John Hansell,"The other whiskeys in the Antique Collection get all the attention but, for the past few years, Eagle Rare 17 year old has been very impressive. This year’s edition features vanilla taffy, caramel almonds, maple syrup, and candy corn, with balancing notes of polished leather, summer fruit, a dusting of cinnamon, mocha, and soft mint. The flavors are nicely integrated with good depth. A rock-solid effort that will not disappoint.",65.0,94,45.0,2.0
117,Gavin Smith,"Previous Broras in the Diageo Special Release series have set the bar remarkably high, and this, the eleventh such bottling, does not disappoint. The component whiskies were distilled during 1976 and 1977 and matured in refill American oak casks. The nose offers lemon and contrasting vanilla and honeycomb aromas. Musty malt and coal in the background. The citrus and honey themes continue into the slightly earthy, peppery palate, while French mustard and coal figure in the drying finish. 1,566 bottles.",645.0,94,48.1,1.0
119,John Hansell,"Deep amber with shades of copper. Background notes of spearmint, marzipan, teaberry, and cinnamon compliment mature, exotic aromas of ripe candied fruit, vanilla, molasses, and leather. Thick, chewy body. Flavors of candied sweetness and ripe fruit up front, yielding to molasses, subtle spices and, ultimately, dry leather. Long, warming, contemplative finish.",300.0,94,49.0,2.0
120,Fred Minnick,"This is the Wild Turkey limited edition bourbon we’ve been waiting for. Only 2,070 bottles exist. Deep amber hues and non-chill filtered, it opens up to straight-from-the-woods campfire smoke, caramel, vanilla, fresh-baked macaroon, leather, woodworking shop, and cigar box. But it’s not a smoke bomb or saturated in sweet; its delicate baking spices meet hatch chile, cinnamon, hints of mint and citrus. It finishes strong and long with a lingering caramel chew.",250.0,94,51.1,2.0
121,Gavin Smith,"This is the 15th Special Releases bottling of Lagavulin 12 year old. Matured in refill American oak hogsheads. The nose is smoky, with kippers, charcuterie, and bonfire embers, offset by berry fruits. On the unctuous palate, smoke blends with vanilla, green apples, and licorice, plus pepper and sea salt. Peppery, ashy peat in the lengthy finish. (Individual reviewer rating: 91)",130.0,94,56.5,1.0
122,John Hansell,"The 11th annual vintage release of Evan Williams and, judging by the taste of this bourbon, there’s no shortage of excellent bourbon to bottle. This is a rich, seductive bourbon. Sticky toffee, maple syrup, and vanilla cream notes up front are followed by candied fruit, refreshing mint, and spicy cinnamon. Dry, resinous oak finish. Kentucky’s answer to a beautifully sherried Speyside single malt scotch. Outstanding!",25.0,94,43.3,2.0
123,Fred Minnick,"Simply beautiful. It’s so complex, with notes of molasses, apple butter, toffee, salt water taffy, hazelnut, burnt brown sugar, crème brûlée, caramel flan, butterscotch, crystallized ginger, nutmeg, cardamom, fenugreek, roasted almonds, and marshmallow. With a drop of water, another complex layer forms with cotton candy and burnt pie crust. In both cases, it finishes extremely long.",200.0,94,62.5,2.0
125,Gavin Smith,"The first bottling of Astar was released in 2008. The 2017 release was matured in casks made of oak from Missouri’s Ozark Mountains. The nose is floral, with rosehips, orange blossom, and milk chocolate-coated Turkish delight. Honey and citrus notes follow. Voluptuous on the palate; sweet, even sugary fresh fruit notes, plus vanilla, cinnamon, and cloves. Drying from coconut to plain chocolate in the lengthy finish. Extremely accomplished. (Individual reviewer rating: 93)",100.0,94,52.5,1.0
126,John Hansell,"The first release of Stagg was our 'American Whiskey of the Year' for 2003. I couldn’t imagine this one being better, but it is. This is a textbook example of what older, more mature bourbon should taste like: great depth and maturity, yet nicely balanced without excessive woodiness on the palate. It is spicier and creamier on the nose than the first bottling with more vanilla tones and not quite as dry on the finish. Indeed, it hints of a softer, gentler side. But with a name like Stagg, it can be nothing more than a hint. Other flavors you’ll enjoy in this bourbon include spearmint, teaberry, candied fruit, leather, and toffee. Given its high proof and reasonable price, it’s also a great value. (Like Campbell’s soup, just add water.)",45.0,94,,2.0
127,John Hansell,"For the past several years, the Stillman’s Dram expression of The Dalmore has been a 30 year old. This new 28 year old expression, besides being two years younger, is also slightly less sherried. In this instance, I feel that both have enhanced the whisky. Trimming back on the sherry and oak allows the whisky’s trademark orange marmalade, complex spice, and briny freshness to shine through. This one is lively, dynamic, evolving, well-balanced, and always entertaining. The best Dalmore Stillman’s Dram in years.",140.0,94,45.0,1.0
128,John Hansell,"Usually the least talked-about in the Antique Collection, but in my opinion certainly of the same caliber. This year’s release proves my point: nutty toffee and rummy molasses notes balanced nicely with dried fruit, cinnamon, polished oak, subtle leather, and tobacco. The oak is kept in check for such an age, and all the flavors work well together. Nicely done!",70.0,94,45.0,2.0
129,John Hansell,"A marriage of two casks (refill hogsheads). Significantly darker in color than the 1968 vintage. Darker (and more serious) in personality, too. Red berries (strawberry, raspberry), rhubarb, plum, oak sap, vanilla bean, smoldering peat, coffee grounds, toasted almond, and dusty malt. The finish is long and contemplative, with notes of polished leather, juicy oak, and telicherry peppercorns. £3,750",6088.0,94,42.2,1.0
130,John Hansell,"Buffalo Trace distilled a wheated bourbon and aged barrels from the same distillation date on three different floors (1, 5 and 9) for 12 ½ years to see what the differences would be. This is similar to an experiment they conducted last year using a rye mashbill bourbon. As you will see, the higher the floor, the more intense the flavors, and the greater the wood influence.

Nicely balanced flavors, and complex. Spices dance on the palate (cinnamon, clove, nutmeg), balanced by underlying caramel and butterscotch, and subtle honeyed orchard fruit. Lingering, well-rounded finish. A fabulous wheated bourbon!  Price is per 375 ml. Editor's Choice.",47.0,94,45.0,2.0
